CICompoundList,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,SMILES,CAS
Methyl 2-Oxobutanoate,3952-66-7,,116.116,C5H8O3,CCC(=O)C(=O)OC,CCC(=O)C(=O)OC,3952-66-7
Methyl 2-oxo-2-(o-tolyl)acetate,34966-54-6,,178.187,C10H10O3,COC(=O)C(=O)c1ccccc1C,COC(=O)C(=O)c1ccccc1C,34966-54-6
Methyl 2-Oxo-1-cycloheptanecarboxylate,52784-32-4,,170.208,C9H14O3,COC(=O)C1CCCCCC1=O,COC(=O)C1CCCCCC1=O,52784-32-4
methyl 2-methylalaninate hydrochloride,15028-41-8,,153.61,C5H12ClNO2,Cl.COC(=O)C(C)(C)N,COC(=O)C(C)(C)N.Cl,15028-41-8
Methyl 2-methoxybenzoate,606-45-1,,166.176,C9H10O3,COC(=O)c1ccccc1OC,COC(=O)c1ccccc1OC,606-45-1
Methyl 2-iodobenzoate,610-97-9,,262.046,C8H7IO2,COC(=O)c1ccccc1I,COC(=O)c1ccccc1I,610-97-9
Methyl 2-Furoylacetate,615-06-5,,168.148,C8H8O4,COC(=O)CC(=O)c1ccco1,COC(=O)CC(=O)c1ccco1,615-06-5
Methyl 2-cyclopentanonecarboxylate,10472-24-9,,142.154,C7H10O3,COC(=O)C1CCCC1=O,,10472-24-9
METHYL 2-CHLORONICOTINATE,40134-18-7,,171.58,C7H6ClNO2,COC(=O)c1cccnc1Cl,COC(=O)c1cccnc1Cl,40134-18-7
Methyl 2-chlorobenzoate,610-96-8,,170.59,C8H7ClO2,COC(=O)c1ccccc1Cl,COC(=O)c1ccccc1Cl,610-96-8
Methyl 2-bromopropionate,5445-17-0,,167.002,C4H7BrO2,COC(=O)C(C)Br,COC(=O)C(C)Br,5445-17-0
Methyl 2-bromobenzoate,610-94-6,,215.046,C8H7BrO2,COC(=O)c1ccccc1Br,COC(=O)c1ccccc1Br,610-94-6
methyl 2-bromo-2-phenylacetate,3042-81-7,,224.036,C9H4BrO2,COC(=O)C(Br)c1[c-][c-][c-][c-][c-]1,COC(=O)C(Br)c1ccccc1,3042-81-7
Methyl 2-bromo-2-methylpropionate,23426-63-3,,181.029,C5H9BrO2,COC(=O)C(C)(C)Br,COC(=O)C(C)(C)Br,23426-63-3
methyl 2-amino-5-nitrobenzoate,3816-62-4,,196.162,C8H8N2O4,COC(=O)c1cc(ccc1N)[N+]([O-])=O,COC(=O)c1cc([N+](=O)[O-])ccc1N,3816-62-4
METHYL 2-AMINO-5-BROMOBENZOATE,52727-57-8,,230.061,C8H8BrNO2,COC(=O)c1cc(Br)ccc1N,COC(=O)c1cc(Br)ccc1N,52727-57-8
Methyl 2-amino-5-(trifluoromethyl)benzoate,117324-58-0,,219.163,C9H8F3NO2,COC(=O)c1cc(ccc1N)C(F)(F)F,COC(=O)c1cc(C(F)(F)F)ccc1N,117324-58-0
Methyl 2-acetamidoacrylate,35356-70-8,,143.142,C6H9NO3,COC(=O)C(=C)NC(C)=O,C=C(NC(C)=O)C(=O)OC,35356-70-8
Methyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside,6082-04-8,,235.236,C9H17NO6,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O |r|,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O,6082-04-8
Methyl 2-(trifluoromethyl)isonicotinate,588702-68-5,,205.136,C8H6F3NO2,COC(=O)c1ccnc(c1)C(F)(F)F,COC(=O)c1ccnc(C(F)(F)F)c1,588702-68-5
Methyl 2-(methylamino)benzoate,85-91-6,,165.192,C9H11NO2,CNc1ccccc1C(=O)OC,CNc1ccccc1C(=O)OC,85-91-6
"methyl 2-(bis(2,2,2-trifluoroethoxy)phosphoryl)acetate",88738-78-7,,318.108,C7H9F6O5P,COC(=O)CP(=O)(OCC(F)(F)F)OCC(F)(F)F,COC(=O)CP(=O)(OCC(F)(F)F)OCC(F)(F)F,88738-78-7
methyl 2-(4-isobutylphenyl)propanoate,61566-34-5,,220.312,C14H20O2,COC(=O)C(C)c1ccc(CC(C)C)cc1,COC(=O)C(C)c1ccc(CC(C)C)cc1,61566-34-5
METHYL 2-(4-CHLOROPHENYL)-2-OXOACETATE,37542-28-2,,198.6,C9H7ClO3,COC(=O)C(=O)c1ccc(Cl)cc1,COC(=O)C(=O)c1ccc(Cl)cc1,37542-28-2
Methyl 2-(2-bromophenyl)acetate,57486-69-8,,225.043,C9H5BrO2,COC(=O)Cc1[c-][c-][c-][c-]c1Br,COC(=O)Cc1ccccc1Br,57486-69-8
methyl 2-(2-aminoacetamido)acetate hydrochloride,2776-60-5,,0,,,COC(=O)CNC(=O)CN.Cl,2776-60-5
"Methyl 2,3-Dihydroxybenzoate",2411-83-8,,168.148,C8H8O4,COC(=O)c1cccc(O)c1O,COC(=O)c1cccc(O)c1O,2411-83-8
methyl 1H-pyrrole-2-carboxylate,1193-62-0,,125.127,C6H7NO2,COC(=O)c1ccc[nH]1,COC(=O)c1ccc[nH]1,1193-62-0
"Methyl 1-methylcyclopropyl ketone, 95%",1567-75-5,,98.145,C6H10O,CC(=O)C1(C)CC1,,
Methyl 1-cyclohexene-1-carboxylate,18448-47-0,,140.182,C8H12O2,COC(=O)C1=CCCCC1 |t:4|,COC(=O)C1=CCCCC1,18448-47-0
"methyl 1,2,3,4-tetrahydroquinoline-2-carboxylate hydrochloride",78348-26-2,,227.69,C11H14ClNO2,Cl.COC(=O)C1CCc2ccccc2N1,COC(=O)C1CCc2ccccc2N1.Cl,78348-26-2
Methyl (triphenylphosphoranylidene)acetate,2605-67-6,,334.355,C21H19O2P,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,2605-67-6
Methyl (S)-(-)-lactate,27871-49-4,,104.105,C4H8O3,COC(=O)[C@H](C)O |r|,COC(=O)[C@H](C)O,27871-49-4
METHYL (S)-(-)-1-TRITYL-2-AZIRIDINECARBOXYLATE,75154-68-6,,343.426,C23H21NO2,COC(=O)[C@@H]1CN1C(c1ccccc1)(c1ccccc1)c1ccccc1 |r|,COC(=O)C1C[N@@]1C(c1ccccc1)(c1ccccc1)c1ccccc1,76357-18-1
Methyl (R)-(-)-3-hydroxybutyrate,3976-69-0,,118.132,C5H10O3,COC(=O)C[C@@H](C)O |r|,COC(=O)C[C@@H](C)O,3976-69-0
Methyl (E)-3-pentenoate,20515-19-9,,114.144,C6H10O2,COC(=O)C\C=C\C,C/C=C/CC(=O)OC,20515-19-9
METHYL (4-HYDROXYMETHYL)BENZOATE,6908-41-4,,166.176,C9H10O3,COC(=O)c1ccc(CO)cc1,,6908-41-4
Methoxyammonium chloride,593-56-6,,83.52,CH6ClNO,Cl.CON,CO[NH3+].[Cl-],
Methoxyacetonitrile,1738-36-9,,71.079,C3H5NO,COCC#N,COCC#N,1738-36-9
METHANOL-D4,811-98-3,,36.066,CH4O,[2H]OC([2H])([2H])[2H],,811-98-3
"Methanol, [2,7-phenazinediylbis(thio)]bis- (en)",681459-23-4,,304.38,C14H12N2O2S2,OCSc1ccc2nc3cc(SCO)ccc3nc2c1,,
methanol HPLC grade,56-67-1,,0,,,,
METHANOL,170082-17-4,,32.042,CH4O,CO,CO,67-56-1
Methanesulfonyl chloride,124-63-0,,114.54,CH3ClO2S,CS(Cl)(=O)=O,CS(=O)(=O)Cl,124-63-0
"methanesulfonjato)tri-tBuphosphino)(2'-methylamino-1,1'-biphenyl-2-yl)Pd(II)",1621274-11-0,,0,,,,
Methanesulfonic anhydride,03-01-7143,,0,,,CS(=O)(=O)OS(C)(=O)=O,7143-01-3
Methanesulfonic anhydride,7143-01-3,,174.19,C2H6O5S2,CS(=O)(=O)OS(C)(=O)=O,CS(=O)(=O)OS(C)(=O)=O,7143-01-3
"Methanesulfonic acid, pure, 70% solution in water",75-75-2,,96.1,CH4O3S,CS(O)(=O)=O,,
"METHANESULFONATO[(4,5-BIS(DIPHENYLPHOSPHINO)-9,9-DIMETHYLXANTHENE)-2-(2'-AMINO-1,1'-BIPHENYL)]PALLADIUM(II)",1445085-97-1,,1033.29,C53H47Cl2NO4P2PdS,ClCCl.CS([O-])(=O)=O.Nc1ccccc1-c1ccccc1[Pd+].CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(cccc12)P(c1ccccc1)c1ccccc1,,
"METHANESULFONATO(2-DICYCLOHEXYLPHOSPHINO-2',4',6'-TRI-I-PROPYL-1,1'-BIPHENYL)(2'-METHYLAMINO-1,1'-BIPHENYL-2-YL)PALLADIUM(II)",1599466-81-5,,860.49,C47H64NO3PPdS,CS([O-])(=O)=O.CNc1ccccc1-c1ccccc1[Pd+].CC(C)c1cc(C(C)C)c(c(c1)C(C)C)-c1ccccc1P(C1CCCCC1)C1CCCCC1,,1599466-81-5
"METHANESULFONATO(2-DICYCLOHEXYLPHOSPHINO-2',4',6'-TRI-I-PROPYL-1,1'-BIPHENYL)(2'-AMINO-1,1'-BIPHENYL-2-YL)PALLADIUM(II)",1445085-55-1,,846.46,C46H62NO3PPdS,[Pd;v0++].[#6]S([#8-])(=O)=O.[#7]-c1ccccc1-c1cccc[c-]1.[#6]-[#6](-[#6])-c1cc(-[#6](-[#6])-[#6])c(c(c1)-[#6](-[#6])-[#6])-c1ccccc1-[#15](-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1)-[#6]-1-[#6]-[#6]-[#6]-[#6]-[#6]-1,,
"METHANESULFONATO(2-DI-T-BUTYLPHOSPHINO-2',4',6'-TRI-I-PROPYL-1,1'-BIPHENYL)(2'-AMINO-1,1'-BIPHENYL-2-YL)PALLADIUM(II)",1447963-75-8,,794.38,C42H58NO3PPdS,[Pd;v0++].[#6]S([#8-])(=O)=O.[#7]-c1ccccc1-c1cccc[c-]1.[#6]-[#6](-[#6])-c1cc(-[#6](-[#6])-[#6])c(c(c1)-[#6](-[#6])-[#6])-c1ccccc1-[#15](C([#6])([#6])[#6])C([#6])([#6])[#6],,1447963-75-8
Methanesulfonamide,3144-09-0,,95.12,CH5NO2S,CS(N)(=O)=O,CS(N)(=O)=O,3144-09-0
Methallyl alcohol,513-42-8,,72.107,C4H8O,CC(=C)CO,C=C(C)CO,513-42-8
Methacryloyl chloride,920-46-7,,104.53,C4H5ClO,CC(=C)C(Cl)=O,C=C(C)C(=O)Cl,920-46-7
Methacrylic acid,79-41-4,,86.09,C4H6O2,CC(=C)C(O)=O,C=C(C)C(=O)O,79-41-4
Methacrolein,78-85-3,,70.091,C4H6O,CC(=C)C=O,C=C(C)C=O,78-85-3
Metconazole,125116-23-6,,0,,,,125116-23-6
"meso-Tetraphenylporphine, 97%",917-23-7,,614.752,C44H30N4,c1cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1ccc(n1)c(-c1ccccc1)c1ccc([nH]1)c2-c1ccccc1,,
"meso-1,2-Diphenyl-1,2-ethanediol",579-43-1,,214.264,C14H14O2,O[C@@H]([C@@H](O)c1ccccc1)c1ccccc1 |r|,,579-43-1
Mesitylene,108-67-8,,120.195,C9H12,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,108-67-8
"Mesityl oxide, 99%, mixture of alpha- and beta-isomers",141-79-7,,98.145,C6H10O,[#6]\[#6](-[#6])=[#6]/[#6](-[#6])=O,,
"Mesitaldehyde, 98%",487-68-3,,148.205,C10H12O,Cc1cc(C)c(C=O)c(C)c1,,
Mesaconic acid,498-24-8,,130.099,C5H6O4,C\C(=C/C(O)=O)C(O)=O,C/C(=C\C(=O)O)C(=O)O,498-24-8
"MERRIFIELD RESIN, 70-90M",55844-94-5,,140.61,C8H9Cl,Cc1ccc(CCl)cc1,,
Mercury chloride,7487-94-7,,271.49,Cl2Hg,Cl[Hg]Cl,[Cl][Hg],7546-30-7
"MERCURIC OXIDE, RED",21908-53-2,,216.59,HgO,O=[Hg],,21908-53-2
MERCURIC ACETATE,1600-27-7,,318.68,C4H6HgO4,CC(=O)O[Hg]OC(C)=O,CC(=O)[O-].CC(=O)[O-].[Hg+2],1600-27-7
"Mercaptoacetic acid, 98%",68-11-1,,92.11,C2H4O2S,OC(=O)CS,,
Mefenpyr-diethyl,135590-91-9,,373.23,C16H18Cl2N2O4,CCOC(=O)C1=NN(c2ccc(Cl)cc2Cl)C(C)(C1)C(=O)OCC |t:5|,,135590-91-9
maroon to reddish-brown crystals,7114-03-6,,653.23,C27H35BrCl3N3Zn,"[Cl-].[Br-].Cl[Zn]Cl.[#6]-[#6][N+]([#6])([#6])c1ccc(cc1)-[#6](=[#6]-1/[#6]=[#6]\[#6](\[#6]=[#6]-1)=[#7+](\[#6])-[#6])\c1ccc(cc1)-[#7](-[#6])-[#6] |c:16,19|",,
Manganese(III) phthalocyanine chloride,53432-32-9,,0,,,,
MANGANESE(III) FLUORIDE,7783-53-1,,111.933253,F3Mn,F[Mn](F)F,[F-].[F-].[F-].[Mn+3],
Manganese(III) acetylacetonate,14284-89-0,,352.265,C15H21MnO6,[Mn+3].C\C([O-])=C\C(C)=O.C\C([O-])=C\C(C)=O.C\C([O-])=C\C(C)=O,,14284-89-0
Manganese(II)chloride anhydrous,05-01-7773,,0,,,,
Manganese(II) sulfate hydrate,10034-96-5,,169.01,H2MnO5S,O.[Mn++].[O-]S([O-])(=O)=O,O.O=S(=O)([O-])[O-].[Mn+2],10034-96-5
Manganese(II) bromide tetrahydrate,10031-20-6,,286.806,Br2H8MnO4,O.O.O.O.Br[Mn]Br,O.O.O.O.[Br-].[Br-].[Mn+2],
MANGANESE(II) ACETATE TETRAHYDRATE,6156-78-1,,245.086,C4H14MnO8,O.O.O.O.CC(=O)O[Mn]OC(C)=O,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mn+2],6156-78-1
MANGANESE(II) ACETATE,638-38-0,,173.026,C4H6MnO4,CC(=O)O[Mn]OC(C)=O,CC(=O)[O-].CC(=O)[O-].[Mn+2],638-38-0
"Manganese(II) 2,4-pentanedionate",14024-58-9,,253.156,C10H14MnO4,[Mn;v0++].[#6]\[#6](-[#8-])=[#6]\[#6](-[#6])=O.[#6]\[#6](-[#8-])=[#6]\[#6](-[#6])=O,,
Manganese triacetate dihydrate,19513-05-4,,268.1,C6H13MnO8,O.O.CC(=O)O[Mn](OC(C)=O)OC(C)=O,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].O.O.[Mn+3],
Manganese dioxide,1313-13-9,,86.936,MnO2,O=[Mn]=O,[Mn+4].[O-2].[O-2],
Manganese chloride tetrahydrate,13446-34-9,,197.9,Cl2H8MnO4,O.O.O.O.Cl[Mn]Cl,O.O.O.O.[Cl-].[Cl-].[Mn+2],
Manganese chloride,7773-01-5,,125.84,Cl2Mn,[Cl-].[Cl-].[Mn++],[Cl-].[Cl-].[Mn+2],7773-01-5
Manganese bis(trifluoromethanesulfonate),55120-76-8,,0,,,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[Mn+2],
"Manganese (II) phthalocyanine,min. 97%",14325-24-7,,567.474,C32H16MnN8,"[Mn;v0+4].c1ccc2-[#6]-3=[#7-]\[#6](=[#7]/c4[n-]c(\[#7]=[#6]-5/[#7-]=[#6](/[#7]=c6\[n-]/c(=[#7]\3)c3ccccc63)-c3ccccc-53)c3ccccc43)\c2c1 |c:4,6,11,15,18,t:13|",,
Manganese,7439-96-5,,54.938044,Mn,[Mn],[Mn],7439-96-5
"Malononitrile, 99%",109-77-3,,66.063,C3H2N2,N#CCC#N,,
MALONIC ACID DISODIUM SALT MONOHYDRATE,26522-85-0,,166.04,C3H4Na2O5,O.[Na+].[Na+].[O-]C(=O)CC([O-])=O,O.O=C([O-])CC(=O)[O-].[Na+].[Na+],26522-85-0
Malonic acid,141-82-2,,104.061,C3H4O4,OC(=O)CC(O)=O,O=C(O)CC(=O)O,141-82-2
"Malonaldehyde bis(dimethyl acetal), 99+%",102-52-3,,164.201,C7H16O4,COC(CC(OC)OC)OC,,
"Maleimide, 98%",541-59-3,,97.073,C4H3NO2,O=C1NC(=O)C=C1 |c:5|,,
Maleic anhydride,108-31-6,,98.057,C4H2O3,O=C1OC(=O)C=C1 |c:5|,O=C1C=CC(=O)O1,108-31-6
Magnesium sulfate,7487-88-9,,120.36,MgO4S,[Mg++].[O-]S([O-])(=O)=O,O=S(=O)([O-])[O-].[Mg+2],7487-88-9
Magnesium silicate,1343-88-0,,100.387,MgO3Si,[Mg++].[O-][Si]([O-])=O,[Mg+2].[Mg+2].[O-][Si]([O-])([O-])[O-],10034-94-3
Magnesium oxide,1309-48-4,,40.304,MgO,O=[Mg],[Mg+2].[O-2],
MAGNESIUM MONOPEROXYPHTHALATE HEXAHYDRATE,84665-66-7,,386.551,C16H10MgO10,OOC(=O)c1ccccc1C(=O)O[Mg]OC(=O)c1ccccc1C(=O)OO,O.O.O.O.O.O.O=C([O-])c1ccccc1C(=O)O[O-].[Mg+2],131391-55-4
MAGNESIUM METHOXIDE,109-88-6,,86.373,C2H6MgO2,CO[Mg]OC,C[O-].C[O-].[Mg+2],27428-49-5
MAGNESIUM IODIDE,10377-58-9,,278.114,I2Mg,I[Mg]I,[I-].[I-].[Mg+2],
MAGNESIUM HYDROXIDE,1909-42-8,,58.319,H2MgO2,[OH-].[OH-].[Mg++],[Mg+2].[OH-].[OH-],1309-42-8
Magnesium hydroxide,1309-42-8,,58.319,H2MgO2,O[Mg]O,[Mg+2].[OH-].[OH-],1309-42-8
Magnesium chloride hexahydrate,7791-18-6,,203.3,Cl2H12MgO6,O.O.O.O.O.O.Cl[Mg]Cl,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],7791-18-6
Magnesium chloride,7786-30-3,,0,,,[Cl-].[Cl-].[Mg+2],7786-30-3
MAGNESIUM BROMIDE ETHYL ETHERATE,29858-07-9,,258.236,C4H10Br2MgO,Br[Mg]Br.CCOCC,,29858-07-9
Magnesium bromide,7789-48-2,,184.113,Br2Mg,[Mg++].[Br-].[Br-],[Br-].[Br-].[Mg+2],7789-48-2
Magnesium acetate tetrahydrate,16674-78-5,,214.453,C4H14MgO8,O.O.O.O.[Mg++].CC([O-])=O.CC([O-])=O,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2],16674-78-5
Magnesium,7439-95-4,,26.321,H2Mg,[MgH2],[Mg],7439-95-4
magnesium,2.5 kg,,0,,,[Mg],7439-95-4
"m-Tolylacetic acid, 97%",621-36-3,,150.177,C9H10O2,Cc1cccc(CC(O)=O)c1,,
"m-Toluoyl chloride, 99%",1711-06-4,,154.59,C8H7ClO,Cc1cccc(c1)C(Cl)=O,,
m-Toluoyl chloride,1711-06-04,,0,,,Cc1cccc(C(=O)Cl)c1,1711-06-4
M-TOLUENESULFONYL CHLORIDE,1899-93-0,,190.64,C7H7ClO2S,Cc1cccc(c1)S(Cl)(=O)=O,Cc1cccc(S(=O)(=O)Cl)c1,1899-93-0
"m-Tolualdehyde, 98%, stabilized",620-23-5,,120.151,C8H8O,Cc1cccc(C=O)c1,,
"m-Nitroacetophenone, 98%",121-89-1,,165.148,C8H7NO3,CC(=O)c1cccc(c1)[N+]([O-])=O,,
"m-Hydroxycinnamic acid, 99%, predominantly trans",14755-02-3,,160.13,C9H4O3,OC(=O)\C=C\c1[c-][c-][c-]c(O)[c-]1,,
M-CRESYL ACETATE,122-46-3,,150.177,C9H10O2,CC(=O)Oc1cccc(C)c1,CC(=O)Oc1cccc(C)c1,122-46-3
"m-Cresol, 99%",108-39-4,,108.14,C7H8O,Cc1cccc(O)c1,,
"m-Anisaldehyde, 97%",591-31-1,,136.15,C8H8O2,COc1cccc(C=O)c1,,
"Lutetium(III) trifluoromethanesulfonate, 98%",126857-69-0,,622.16,C3F9LuO9S3,[Lu;v0+3].[#8-]S(=O)(=O)C(F)(F)F.[#8-]S(=O)(=O)C(F)(F)F.[#8-]S(=O)(=O)C(F)(F)F,,
Loratadine,79794-75-5,,382.89,C22H23ClN2O2,[#6]-[#6]-[#8]-[#6](=O)-[#7]-1-[#6]-[#6]\[#6](-[#6]-[#6]-1)=[#6]-1\c2ccc(Cl)cc2-[#6]-[#6]-c2cccnc-12,,79794-75-5
LK-7,70445-50-0,,437.365,C21H28INO,[I-].C[N+]1(CCC(O)(c2ccccc2)c2ccccc2)CCCCC1,,70445-50-0
Litium,7439-93-2,,7.95,HLi,[LiH],,7439-93-2
LITHOCHOLIC ACID,434-13-9,,376.581,C24H40O3,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C |r|,,434-13-9
Lithium triisobutylhydroborate,38721-52-7,,190.11,C12H28BLi,[Li+].CCC(C)[BH-](C(C)CC)C(C)CC,,
Lithium triflate,33454-82-9,,156,CF3LiO3S,[Li+].[O-]S(=O)(=O)C(F)(F)F,O=S(=O)([O-])C(F)(F)F.[Li+],33454-82-9
LITHIUM TRIETHYLBOROHYDRIDE,22560-16-3,,105.94,C6H16BLi,[Li+].CC[BH-](CC)CC,CC[BH-](CC)CC.[Li+],
Lithium tri-tert-butoxyaluminum hydride,17476-04-9,,254.27,C12H28AlLiO3,[Li+].CC(C)(C)O[AlH-](OC(C)(C)C)OC(C)(C)C,,
Lithium tetrafluoroborate,14283-07-9,,93.74,BF4Li,[Li+].F[B-](F)(F)F,F[B-](F)(F)F.[Li+],14283-07-9
Lithium tert-butoxide,1907-33-1,,80.06,C4H9LiO,[Li+].CC(C)(C)[O-],CC(C)(C)[O-].[Li+],1907-33-1
lithium perchlorate,09-03-7791,,0,,,[Li+].[O-][Cl+3]([O-])([O-])[O-],
Lithium perchlorate,7791-03-9,,106.39,ClLiO4,[Li+].[O-][Cl](=O)(=O)=O,[Li+].[O-][Cl+3]([O-])([O-])[O-],
LITHIUM METABORATE,13453-69-5,,49.75,BLiO2,[Li+].[O-]B=O,,13453-69-5
lithium iodide hydrate,85017-80-7,,0,,,O.[I-].[Li+],7790-22-9
LITHIUM IODIDE,10377-51-2,,133.84,ILi,[Li+].[I-],[I-].[Li+],10377-51-2
Lithium hydroxide,1310-66-3,,41.96,H3LiO2,[Li+].O.[OH-],[Li+].[OH-],1310-65-2
Lithium hydroxide,1310-65-2,,23.95,HLiO,[Li+].[OH-],[Li+].[OH-],1310-65-2
Lithium hydride,7580-67-8,,7.95,HLi,[LiH],[H-].[Li+],7580-67-8
Lithium hexafluorophosphate,21324-40-3,,151.9,F6LiP,[Li+].F[P-](F)(F)(F)(F)F,F[P-](F)(F)(F)(F)F.[Li+],21324-40-3
Lithium fluoride,7789-24-4,,25.94,FLi,[Li+].[F-],[F-].[Li+],7789-24-4
Lithium dihydrogen phosphate,13453-80-0,,103.93,H2LiO4P,[Li+].OP(O)([O-])=O,O=P([O-])(O)O.[Li+],13453-80-0
Lithium chloride,7447-41-8,,42.39,ClLi,[Li+].[Cl-],[Cl-].[Li+],7447-41-8
Lithium carbonate,554-13-2,,73.89,CLi2O3,[Li+].[Li+].[O-]C([O-])=O,O=C([O-])[O-].[Li+].[Li+],554-13-2
Lithium bromide,7550-35-8,,86.84,BrLi,[Li+].[Br-],[Br-].[Li+],7550-35-8
Lithium borohydride,16949-15-8,,21.78,BH4Li,[Li+].[BH4-],[BH4-].[Li+],16949-15-8
Lithium bis(trimethylsilyl)amide,4039-32-1,,167.33,C6H18LiNSi2,[Li]N([Si](C)(C)C)[Si](C)(C)C,C[Si](C)(C)[N-][Si](C)(C)C.[Li+],
Lithium bis(trifluoromethanesulphonyl)imide,90076-65-6,,287.08,C2F6LiNO4S2,[Li]N(S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],2043073-41-0
Lithium aluminium hydride,16853-85-3,,33.92,AlLi,[Li+].[Al-],[AlH4-].[Li+],16853-85-3
Lithium acetate,546-89-4,,65.98,C2H3LiO2,[Li+].CC([O-])=O,CC(=O)[O-].[Li+],546-89-4
"lithium 2,2,6,6-tetramethylpiperidine",38227-87-1,,147.19,C9H18LiN,[Li]N1C(C)(C)CCCC1(C)C,CC1(C)CCCC(C)(C)N1.[Li],
Lithium,9439-93-2,,0,,,[Li],7439-93-2
Linolenic acid,463-40-1,,278.436,C18H30O2,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,,463-40-1
Linalyl acetate,115-95-7,,196.29,C12H20O2,[#6]\[#6](-[#6])=[#6]\[#6]-[#6]C([#6])([#8]-[#6](-[#6])=O)[#6]=[#6],C=CC(C)(CCC=C(C)C)OC(C)=O,115-95-7
"light yellow, greyish green to yellow-brown",17524-05-9,,326.17,C10H14MoO6,CC(=O)\C=C(\C)O[Mo](=O)(=O)O\C(C)=C/C(C)=O,,
Light beige powder,79060-88-1,,886.21,C32H12BF24Na,[Na+].FC(F)(F)c1cc(cc(c1)C(F)(F)F)[B-](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,,
"Levulinic acid, 98+%",123-76-2,,116.116,C5H8O3,CC(=O)CCC(O)=O,,
Levodopa,59-92-7,,197.19,C9H11NO4,N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O |r|,,59-92-7
LEAD(II) THIOCYANATE,592-87-0,,323.4,C2N2PbS2,N#CS[Pb]SC#N,N#C[S][Pb][S]C#N,
Lead tetraacetate,546-67-8,,443.4,C8H12O8Pb,CC(=O)O[Pb](OC(C)=O)(OC(C)=O)OC(C)=O,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Pb+4],
Lead acetate trihydrate,6080-56-4,,379.3,C4H12O7Pb,O.O.O.CC(=O)O[Pb]OC(C)=O,CC(=O)[O-].CC(=O)[O-].O.O.O.[Pb+2],6080-56-4
Lawesson's Reagent,19172-47-5,,0,,,,19172-47-5
Lanthanum(III) chloride bis(lithium chloride) complex solution,405204-22-0,,0,,,,
Lanthanum(III) bromide heptahydrate,13465-19-5,,0,,,O.O.O.O.O.O.O.[Br-].[Br-].[Br-].[La+3],
LANTHANUM TRIFLUOROMETHANESULFONATE,52093-26-2,,586.1,C3F9LaO9S3,[La+3].[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F.[O-]S(=O)(=O)C(F)(F)F,O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F.[La+3],52093-26-2
"L-Valine, 99%",72-18-4,,117.148,C5H11NO2,CC(C)[C@H](N)C(O)=O |r|,,
L-VALINE TERT-BUTYL ESTER HYDROCHLORIDE,13518-40-6,,209.71,C9H20ClNO2,Cl.CC(C)[C@H](N)C(=O)OC(C)(C)C |r|,CC(C)[C@H](N)C(=O)OC(C)(C)C.Cl,13518-40-6
L-Valine methyl ester hydrochloride,6306-52-1,,167.63,C6H14ClNO2,Cl.COC(=O)[C@@H](N)C(C)C |r|,COC(=O)[C@@H](N)C(C)C.Cl,6306-52-1
"L-Tyrosine, 99+%",60-18-4,,181.191,C9H11NO3,N[C@@H](Cc1ccc(O)cc1)C(O)=O |r|,,
"L-Tyrosine methyl ester, 98%",1080-06-4,,195.218,C10H13NO3,COC(=O)[C@@H](N)Cc1ccc(O)cc1 |r|,,
"L-Threonine, 98%",72-19-5,,119.12,C4H9NO3,C[C@@H](O)[C@H](N)C(O)=O |r|,,
L-tert-Leucine,20859-02-3,,131.175,C6H13NO2,CC(C)(C)[C@H](N)C(O)=O |r|,CC(C)(C)[C@H](N)C(=O)O,20859-02-3
